id	source_file	source_line	category	verbatim	literals
function-documentation-192	.claude/rules/function-documentation.md	458	requirement	"**`@seealso`.** Required. [Tier 4]"	Tier 4;@seealso
function-documentation-193	.claude/rules/function-documentation.md	458	requirement	"Must link to every function the dispatcher routes to."	Tier 4;@seealso
function-documentation-194	.claude/rules/function-documentation.md	462	mapping	"`calibrate()` — full `@param` docs matching the dispatched functions; `@details` with a high-level overview of `"rake"`, `"linear"`, and `"logit"` using inline citations to tie each method to its reference; `@references` block; `@seealso` listing all three dispatched functions"	Tier 4;calibrate();@param;@details;rake;linear;logit;@references;@seealso
function-documentation-195	.claude/rules/function-documentation.md	465	mapping	"note that `poststratify()` is a separate function not routed through `calibrate()`"	Tier 4;poststratify();calibrate()
function-documentation-196	.claude/rules/function-documentation.md	467	mapping	"`create_replicate_weights()` — same pattern; `@details` overviews each resampling scheme (bootstrap, BRR, jackknife, etc.) with inline citations"	Tier 4;create_replicate_weights();@details;BRR
function-documentation-197	.claude/rules/function-documentation.md	474	requirement	"Dataset documentation is governed by the codoc rule in `r-package-conventions.md`"	codoc;r-package-conventions.md
function-documentation-198	.claude/rules/function-documentation.md	475	requirement	"a single `\describe{}` block in `@format`"	\describe{};@format
function-documentation-199	.claude/rules/function-documentation.md	475	requirement	"every column documented with a `\item{}` entry"	\item{}
function-documentation-200	.claude/rules/function-documentation.md	476	prohibition	"no splitting into multiple `\describe{}` blocks"	\describe{}
function-documentation-201	.claude/rules/function-documentation.md	477	procedure	"Read that document [`r-package-conventions.md`] for the full codoc rule."	codoc;r-package-conventions.md
function-documentation-202	.claude/rules/function-documentation.md	479	requirement	"The following rules supplement it for surveywts datasets"	surveywts
function-documentation-203	.claude/rules/function-documentation.md	481	requirement	"**`@source`.** Required."	@source
function-documentation-204	.claude/rules/function-documentation.md	481	requirement	"Cite the data source with enough detail to locate the original data: survey name, sponsoring organization, year, and a stable URL if one exists."	@source
function-documentation-205	.claude/rules/function-documentation.md	485	requirement	"**`@description`.** Describe: (1) the population the dataset represents"	@description
function-documentation-206	.claude/rules/function-documentation.md	486	requirement	"(2) the sampling design if known"	@description
function-documentation-207	.claude/rules/function-documentation.md	486	requirement	"(3) the purpose of the dataset within the package — which exported functions it is intended to support as example data"	@description
function-documentation-208	.claude/rules/function-documentation.md	489	requirement	"**`@examples`.** Not required for datasets."	@examples
function-documentation-209	.claude/rules/function-documentation.md	489	requirement	"If included, demonstrate the primary use case (typically: calling the function the dataset was created to support)."	@examples
