id	verdict	location	evidence
code-style-213	MOVED	.claude/standards/code-style.md:426	"Run `air format .` before opening a PR." — this is a standalone requirement, not one of A5's named "manual format commands" examples, and survives verbatim
code-style-214	MOVED	.claude/standards/code-style.md:426-427	"Do not commit air-reformatted files in the same commit as functional changes"
code-style-215	MOVED	.claude/standards/code-style.md:428	"reformat first, then make the functional change."
code-style-216	MOVED	.claude/standards/code-style.md:430-431	TORN between MOVED and DELETED: the heading itself is gone, but "`air.toml` and `.editorconfig`, both in the package root, are the source of truth for width and indentation. Read them there; do not restate their values here." is a direct pointer replacing it. Chose MOVED because normative content (where to look) survives, not just a heading.
code-style-217	DELETED		Approved under A6 (13.1): "the inlined contents of `air.toml`"; "line-width = 80" does not appear anywhere in the search surface
code-style-218	DELETED		Approved under A6 (13.1): "the inlined contents of `air.toml`"; "indent-width = 2" does not appear anywhere in the search surface
code-style-219	MOVED	.claude/standards/code-style.md:430-431	Same pointer sentence as code-style-216, covering `.editorconfig`
code-style-220	DELETED		Approved under A6 (13.1): "the inlined contents of... `.editorconfig`"; "root = true" does not appear anywhere in the search surface
code-style-221	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "indent_style = space" does not appear anywhere in the search surface
code-style-222	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "indent_size = 2" does not appear anywhere in the search surface
code-style-223	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "end_of_line = lf" does not appear anywhere in the search surface
code-style-224	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "charset = utf-8" does not appear anywhere in the search surface
code-style-225	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "trim_trailing_whitespace = true" does not appear anywhere in the search surface
code-style-226	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "insert_final_newline = true" does not appear anywhere in the search surface
code-style-227	DELETED		Approved under A6 (13.1): inlined `.editorconfig` contents; "[*.{md,yaml,yml}] indent_size = 2" does not appear anywhere in the search surface
